number,diameter,height,double height,weight
313650,291.9,41.5,83.0,5.08
313651,279.7,43.2,86.4,6.52
313652,280.0,42.2,84.4,6.6
313653,314.0,45.2,90.4,9.21
313654,307.8,42.0,84.0,8.22
313655,264.0,42.1,84.2,3.71
313657,285.9,69.6,139.2,5.77
313658,279.9,102.3,204.6,9.1
313660,278.0,43.2,86.4,6.3
313664,277.9,42.0,84.0,3.95
313665,303.0,71.7,143.4,7.24
313666,295.9,51.6,103.2,8.49
313667,296.0,51.0,102.0,6.68
313668,292.0,48.0,96.0,5.52
313669,321.0,50.9,101.8,9.9
313670,315.0,48.0,96.0,8.0
313671,337.0,51.0,102.0,10.97
313672,264.0,40.6,81.2,3.576
313673,320.9,43.5,87.0,9.3
313674,263.9,45.1,90.2,3.745
313675,321.0,45.6,91.2,9.784
313676,315.0,45.0,90.0,7.926
313677,300.0,45.5,91.0,8.575
313678,296.0,44.0,88.0,9.07
313719,259.5,28.2,56.4,5.49
313720,282.5,28.0,56.0,7.0
313721,290.2,60.0,120.0,5.18
313722,246.7,35.1,70.2,3.1
313728,329.8,48.0,96.0,11.18
313729,289.8,35.0,70.0,4.96
313730,309.8,43.5,87.0,9.51
313731,279.7,82.0,164.0,7.42
313732,279.7,82.0,164.0,7.29
313734,303.7,48.0,96.0,9.78
313735,279.7,48.1,96.2,7.94
313736,289.8,49.0,98.0,5.7
313737,301.8,34.2,68.4,7.64
313738,248.8,73.2,146.4,5.5
313740,289.5,50.0,100.0,5.16
313741,282.8,48.0,96.0,7.05
313742,303.8,48.1,96.2,8.6
313743,289.7,34.9,69.8,4.91
313744,289.7,44.0,88.0,5.175
313745,340.0,48.0,96.0,10.672
313746,266.0,48.0,96.0,5.29
313747,283.0,48.0,96.0,6.67
313748,248.7,34.9,69.8,3.205
313749,268.0,35.0,70.0,4.234
313750,302.0,34.1,68.2,7.538
313751,340.0,34.3,68.6,10.443
313752,330.0,48.0,96.0,9.62
313906,238.0,41.0,82.0,2.74
313908,238.0,41.0,82.0,3.48
313909,237.8,41.4,82.8,4.0
313910,258.5,41.0,82.0,5.0
3139100,300.0,43.0,86.0,8.785
3139101,299.9,43.9,87.8,8.083
3139102,269.0,44.1,88.2,5.471
313911,262.0,44.0,88.0,5.75
313912,262.0,44.0,88.0,5.77
313913,280.0,44.0,88.0,6.9
313914,265.0,44.3,88.6,4.07
313919,280.0,43.9,87.8,7.15
313932,300.0,47.0,94.0,9.1
313933,323.7,47.0,94.0,11.2
313937,240.1,80.6,161.2,4.3
313939,258.8,41.0,82.0,4.09
313941,280.0,45.1,90.2,5.07
313944,237.8,74.7,149.4,4.2
313945,237.6,74.6,149.2,4.78
313946,274.1,82.1,164.2,7.96
313947,300.0,43.7,87.4,8.14
313952,300.0,82.2,164.4,8.2
313962,300.0,84.6,169.2,8.2
313963,273.5,84.0,168.0,7.25
313964,240.1,80.6,161.2,5.1
313965,269.9,80.7,161.4,6.45
313967,274.0,80.2,160.4,7.2
313968,319.6,44.0,88.0,9.45
313969,319.8,43.9,87.8,9.33
313970,280.0,44.0,88.0,6.71
313971,295.9,43.9,87.8,7.871
313972,300.0,81.7,163.4,8.25
313973,260.0,86.1,172.2,6.4
313974,279.9,43.9,87.8,6.66
313975,274.0,90.0,180.0,7.3
313976,302.0,69.8,139.6,9.3
313977,304.9,71.5,143.0,6.44
313978,304.9,71.5,143.0,6.73
313979,301.9,50.9,101.8,7.7
313982,279.9,44.0,88.0,7.11
313986,300.0,103.9,207.8,9.35
313987,300.0,102.8,205.6,8.5
313988,300.0,103.4,206.8,9.5
313989,290.0,91.9,183.8,8.3
313990,270.0,82.4,164.8,6.45
313991,274.0,87.9,175.8,7.8
313992,257.8,43.9,87.8,5.452
313993,259.8,86.2,172.4,6.8
313996,258.0,44.0,88.0,4.697
313997,280.0,44.0,88.0,6.663
314016,276.0,44.0,88.0,5.4
314017,259.0,44.0,88.0,3.4
314022,297.2,91.4,182.8,8.75
314024,240.2,43.0,86.0,0.0
314026,317.0,62.0,124.0,9.97
314027,337.4,61.9,123.8,11.39
314028,325.0,58.7,117.4,7.72
314029,350.0,58.9,117.8,8.83
314031,302.2,66.0,132.0,6.38
314033,302.2,66.0,132.0,7.33
314034,280.0,44.7,89.4,5.41
314035,293.8,44.1,88.2,6.35
314036,259.0,44.0,88.0,3.35
314037,360.0,62.1,124.2,11.61
314038,293.9,44.0,88.0,6.5
314039,298.2,59.1,118.2,7.0
314041,365.2,75.0,150.0,10.56
314043,354.0,74.8,149.6,9.183
314044,360.2,81.0,162.0,12.117
314045,344.0,76.0,152.0,11.97
314046,316.0,45.2,90.4,7.517
314047,354.0,74.8,149.6,8.8
314048,280.0,45.1,90.2,5.8
314049,259.0,50.8,101.6,3.52
314050,276.0,44.0,88.0,5.41
314052,350.0,49.0,98.0,9.4
314053,325.0,52.0,104.0,10.7
314110,285.8,69.2,138.4,4.88
314111,300.0,69.1,138.2,6.44
314112,345.0,45.4,90.8,11.925
314305,235.8,45.6,91.2,3.62
314306,236.0,48.6,97.2,3.7
314403,260.0,56.9,113.8,5.6
314404,266.0,66.8,133.6,4.37
314406,277.0,56.8,113.6,6.17
314412,293.5,56.7,113.4,6.45
314413,221.0,50.0,100.0,0.0
314414,289.8,67.4,134.8,5.49
314415,290.0,65.8,131.6,4.86
314416,273.8,67.5,135.0,4.66
314418,285.8,61.7,123.4,4.98
314419,315.8,56.9,113.8,9.95
314420,326.0,52.7,105.4,10.182
314421,315.5,56.6,113.2,10.44
314422,273.8,61.8,123.6,4.638
314426,289.7,63.6,127.2,6.1
3145100,235.0,43.3,86.6,3.7
3145102,247.0,35.3,70.6,4.46
3145104,334.0,50.9,101.8,11.3
3145105,334.0,50.9,101.8,11.3
3145106,310.0,67.3,134.6,6.3
3145107,255.0,46.3,92.6,5.1
3145108,275.0,46.3,92.6,6.17
3145109,259.0,30.3,60.6,3.14
3145110,262.6,41.1,82.2,0.0
3145111,278.0,25.0,50.0,3.31
3145112,290.0,57.0,114.0,4.98
3145113,280.6,46.2,92.4,0.0
3145114,281.0,55.0,110.0,4.82
3145115,258.0,46.2,92.4,4.95
3145117,296.0,49.3,98.6,7.38
3145120,273.0,49.2,98.4,6.58
3145121,275.0,46.3,92.6,5.86
3145122,295.0,49.2,98.4,7.83
3145123,270.0,36.7,73.4,3.62
3145124,259.0,30.4,60.8,3.12
3145125,294.8,49.0,98.0,7.67
3145126,279.6,59.0,118.0,4.55
3145129,320.0,49.3,98.6,9.78
3145131,290.0,33.8,67.6,4.44
3145132,275.0,46.5,93.0,5.94
3145133,259.0,40.8,81.6,4.09
3145134,255.0,46.2,92.4,4.77
3145135,291.0,61.2,122.4,4.84
3145136,297.0,58.4,116.8,5.51
3145138,256.9,58.4,116.8,5.98
314514,259.0,30.4,60.8,0.0
3145140,297.2,67.4,134.8,6.65
3145142,255.0,49.3,98.6,5.3
3145143,259.0,30.4,60.8,3.13
3145145,318.8,67.2,134.4,7.9
3145146,357.0,60.3,120.6,13.2
3145147,357.0,60.3,120.6,13.4
3145148,335.0,65.7,131.4,8.0
3145149,335.0,65.7,131.4,8.0
3145150,337.9,68.4,136.8,9.9
3145151,360.0,60.7,121.4,12.07
3145152,344.9,61.7,123.4,9.76
3145153,284.7,48.4,96.8,7.336
3145155,287.0,48.3,96.6,0.0
3145156,268.6,55.6,111.2,3.532
3145157,255.0,49.2,98.4,4.61
3145159,281.0,66.8,133.6,4.82
3145162,345.0,76.4,152.8,7.7
3145170,277.0,49.2,98.4,6.732
3145171,340.0,83.3,166.6,10.71
3145172,278.9,30.3,60.6,3.95
3145173,275.0,46.3,92.6,6.38
3145174,238.0,48.4,96.8,4.487
3145175,280.0,48.0,96.0,0.0
3145176,328.0,49.4,98.8,9.059
3145177,312.0,67.9,135.8,6.26
3145178,280.0,46.2,92.4,5.8
314522,302.0,48.0,96.0,6.43
314539,254.7,49.0,98.0,4.95
314543,255.0,48.0,96.0,4.75
314544,255.2,49.2,98.4,5.16
314546,290.8,68.3,136.6,5.5
314547,254.8,49.0,98.0,5.58
314549,275.0,49.4,98.8,6.73
314553,231.0,47.2,94.4,0.0
314556,263.0,46.2,92.4,0.0
314558,269.0,64.3,128.6,4.0
314563,254.0,43.0,86.0,3.74
314564,260.0,49.3,98.6,5.53
314565,235.0,43.0,86.0,3.72
314566,228.7,43.3,86.6,3.23
314567,285.2,45.5,91.0,7.62
314570,287.6,64.8,129.6,5.0
314572,255.0,49.3,98.6,5.1
314574,303.0,62.2,124.4,5.34
314575,312.0,67.8,135.6,6.3
314576,290.8,68.7,137.4,5.7
314578,275.0,49.2,98.4,6.3
314579,254.8,49.3,98.6,5.05
314580,275.0,49.3,98.6,7.04
314581,268.9,55.7,111.4,3.7
314582,254.8,49.1,98.2,5.2
314583,275.0,49.1,98.2,6.02
314584,257.9,55.9,111.8,3.5
314585,279.0,55.8,111.6,4.04
314586,274.7,49.3,98.6,6.34
314587,265.9,36.3,72.6,3.43
314588,254.9,43.0,86.0,4.74
314589,280.0,55.8,111.6,4.6
314590,277.0,49.5,99.0,6.92
314591,294.9,49.2,98.4,7.73
314592,296.0,49.2,98.4,7.87
314593,271.0,60.8,121.6,4.31
314594,288.0,64.9,129.8,4.99
314595,276.0,49.2,98.4,6.99
314596,275.0,49.4,98.8,7.05
314598,337.6,67.3,134.6,9.16
314599,239.9,59.7,119.4,3.47
314704,239.0,38.5,77.0,2.93
3147100,320.8,59.4,118.8,10.23
3147101,238.7,37.9,75.8,3.64
3147102,329.7,68.5,137.0,11.07
3147103,349.7,68.5,137.0,12.07
3147104,329.7,68.5,137.0,11.07
3147105,349.7,68.5,137.0,12.07
3147106,329.7,73.7,147.4,8.52
3147107,320.0,46.1,92.2,9.82
3147108,347.0,59.5,119.0,11.25
3147109,301.7,49.2,98.4,5.3
3147110,329.9,49.1,98.2,7.75
3147111,287.7,35.8,71.6,4.9
3147112,344.9,46.3,92.6,11.88
3147113,299.8,35.9,71.8,6.08
3147114,314.0,75.5,151.0,7.59
3147115,312.0,49.7,99.4,8.6
3147120,244.8,83.7,167.4,5.43
3147122,298.0,71.4,142.8,7.28
3147123,299.6,68.4,136.8,9.25
3147124,303.0,93.0,186.0,10.04
3147125,359.8,59.4,118.8,13.58
3147126,310.0,42.0,84.0,6.77
3147127,319.8,52.1,104.2,9.8
3147128,344.7,51.8,103.6,10.74
3147129,299.9,36.2,72.4,5.16
3147130,329.9,36.2,72.4,7.76
3147131,255.8,47.8,95.6,4.72
3147132,313.8,52.0,104.0,8.37
3147133,281.8,48.3,96.6,4.6
3147134,311.9,46.2,92.4,8.57
3147135,319.8,46.4,92.8,9.51
3147136,309.9,48.5,97.0,6.8
3147137,271.8,48.3,96.6,3.85
3147138,358.0,73.5,147.0,9.72
3147139,302.9,56.9,113.8,8.38
3147140,320.9,52.2,104.4,10.02
3147141,340.0,49.7,99.4,10.73
3147145,339.8,55.4,110.8,12.0
3147146,314.0,49.6,99.2,9.33
3147147,330.0,42.5,85.0,7.75
3147148,302.0,42.4,84.8,5.2
3147149,359.9,68.5,137.0,13.26
3147150,359.9,68.5,137.0,13.23
3147151,359.8,68.7,137.4,13.42
3147152,359.8,68.7,137.4,13.38
3147153,319.8,52.1,104.2,9.989
3147154,344.8,52.1,104.2,11.109
3147155,355.7,52.1,104.2,13.541
3147156,330.0,36.2,72.4,7.904
3147157,255.9,36.6,73.2,4.227
3147159,384.9,61.1,122.2,17.423
3147160,300.0,48.3,96.6,5.186
3147161,368.0,68.6,137.2,14.583
3147162,340.0,49.7,99.4,11.708
3147163,310.0,58.6,117.2,6.809
3147165,310.0,34.3,68.6,7.83
3147166,276.0,49.5,99.0,6.5
3147167,323.0,34.3,68.6,8.91
3147168,286.0,58.5,117.0,5.0
3147169,345.0,62.2,124.4,11.34
3147170,356.0,62.4,124.8,13.44
3147171,308.0,55.5,111.0,10.12
314723,245.0,59.2,118.4,3.52
314724,239.0,38.7,77.4,3.7
314728,255.8,39.4,78.8,4.28
314732,259.8,64.2,128.4,5.4
314733,279.8,64.7,129.4,6.75
314735,280.0,28.2,56.4,5.66
314736,226.0,71.3,142.6,4.35
314741,280.0,56.3,112.6,5.17
314742,288.0,46.2,92.4,6.45
314743,288.0,46.5,93.0,7.495
314744,244.4,63.9,127.8,3.63
314745,279.8,46.1,92.2,4.98
314746,281.8,64.7,129.4,7.3
314751,275.8,46.2,92.4,0.0
314754,239.0,33.5,67.0,2.87
314756,239.0,34.2,68.4,3.78
314757,244.8,83.7,167.4,5.33
314758,255.8,36.7,73.4,5.113
314759,279.9,36.5,73.0,5.951
314760,286.8,34.4,68.8,7.05
314761,232.0,39.5,79.0,2.61
314762,279.9,46.4,92.8,6.23
314763,244.9,47.9,95.8,3.36
314765,282.3,46.2,92.4,7.28
314766,281.7,55.3,110.6,6.945
314767,279.9,40.4,80.8,5.05
314768,280.0,55.5,111.0,6.81
314769,269.0,46.5,93.0,5.3
314770,254.5,53.8,107.6,3.6
314771,231.8,39.3,78.6,2.66
314772,300.0,56.0,112.0,8.46
314773,312.0,46.0,92.0,8.7
314774,312.0,34.0,68.0,8.03
314775,256.0,36.5,73.0,4.3
314776,239.0,34.0,68.0,3.03
314778,245.0,40.0,80.0,3.16
314779,239.0,33.0,66.0,2.65
314781,269.0,59.0,118.0,5.28
314782,255.0,39.7,79.4,3.84
314783,313.0,56.3,112.6,9.17
314784,254.7,47.6,95.2,3.6
314786,345.0,49.5,99.0,12.14
314787,279.9,49.4,98.8,5.9
314788,287.8,49.7,99.4,7.32
314789,254.7,51.2,102.4,3.54
314791,323.0,59.5,119.0,10.52
314794,259.8,48.4,96.8,4.2
314795,308.0,55.2,110.4,10.34
314796,333.0,55.4,110.8,11.6
314797,293.7,44.2,88.4,6.91
314798,268.9,46.3,92.6,4.98
314799,313.8,59.4,118.8,8.78
314807,281.0,73.5,147.0,4.85
314826,286.5,56.2,112.4,6.54
314832,279.8,50.7,101.4,6.41
314833,295.0,72.3,144.6,4.96
314835,255.8,40.0,80.0,0.0
314839,281.0,46.0,92.0,6.23
314840,259.8,41.0,82.0,3.38
314841,286.0,50.3,100.6,6.78
314842,304.7,50.0,100.0,9.15
314843,288.0,64.7,129.4,5.38
314844,265.0,71.0,142.0,4.45
314845,276.7,71.0,142.0,4.58
314847,280.0,40.8,81.6,4.44
314848,278.1,48.5,97.0,7.1
314849,300.0,48.5,97.0,8.22
314850,320.0,48.5,97.0,9.66
314851,315.7,50.2,100.4,8.49
314852,308.0,64.8,129.6,6.94
314853,335.8,51.2,102.4,11.11
314854,287.9,64.0,128.0,5.11
314856,336.0,52.0,104.0,11.44
314857,301.6,40.7,81.4,4.98
314858,302.0,40.8,81.6,6.69
314859,302.0,69.3,138.6,6.47
314860,328.0,52.0,104.0,12.26
314861,302.0,50.9,101.8,7.27
314862,319.8,50.2,100.4,8.902
314863,278.0,48.5,97.0,6.502
314864,300.0,48.5,97.0,7.37
314865,280.0,40.9,81.8,4.411
315001,235.7,35.3,70.6,3.62
315002,278.3,40.5,81.0,0.0
315003,299.0,67.5,135.0,5.7
315005,258.0,64.6,129.2,0.0
315006,255.8,46.8,93.6,0.0
315007,258.0,64.5,129.0,4.54
315008,235.7,41.0,82.0,3.86
315010,255.8,47.2,94.4,5.58
315011,257.8,57.5,115.0,4.3
315012,256.0,47.0,94.0,0.0
315013,276.0,45.5,91.0,6.92
315014,267.9,45.1,90.2,4.7
315015,299.9,45.5,91.0,8.46
315016,292.2,44.9,89.8,5.34
315017,276.0,58.2,116.4,5.26
315018,277.8,47.1,94.2,6.8
315019,256.0,45.5,91.0,5.62
315110,234.0,36.9,73.8,0.0
315112,273.0,37.8,75.6,0.0
315114,244.0,41.9,83.8,4.09
315205,230.8,50.0,100.0,3.35
315208,245.8,49.8,99.6,4.7
315209,231.0,48.8,97.6,3.4
315210,310.0,29.0,58.0,5.8
315211,256.8,49.3,98.6,4.4
315212,286.4,28.9,57.8,0.0
315213,252.7,49.1,98.2,4.03
315214,251.7,40.0,80.0,4.58
315215,310.0,46.0,92.0,0.0
315216,294.5,49.0,98.0,6.73
315218,279.6,47.0,94.0,5.76
315219,279.8,47.0,94.0,5.51
315220,230.8,51.4,102.8,4.26
315221,308.0,57.0,114.0,6.02
315222,278.0,43.4,86.8,3.87
315223,278.0,43.3,86.6,3.83
315224,255.8,40.1,80.2,4.61
315225,259.2,43.2,86.4,3.55
315226,275.9,40.0,80.0,5.425
315228,272.0,40.0,80.0,5.272
315229,259.0,43.4,86.8,3.479
315231,280.0,47.0,94.0,5.341
315232,259.0,43.2,86.4,3.537
315233,299.8,49.5,99.0,8.993
315234,277.7,46.1,92.2,4.806
315235,258.3,42.7,85.4,3.45
315236,271.9,40.0,80.0,5.2
315237,230.8,49.1,98.2,3.48
315701,294.0,32.6,65.2,7.36
315702,294.0,55.3,110.6,7.8
315703,294.0,56.4,112.8,7.84
319301,282.5,38.0,76.0,6.019
319303,304.7,63.6,127.2,7.93
319304,304.8,75.1,150.2,5.75
319305,280.0,39.1,78.2,6.18
319306,280.0,81.5,163.0,6.5
319307,285.0,59.0,118.0,5.15
319309,257.0,37.9,75.8,0.0
319310,270.0,53.2,106.4,3.85
319311,290.0,56.1,112.2,5.4
319312,301.7,38.8,77.6,7.48
319313,280.9,38.0,76.0,7.06
319314,260.0,32.2,64.4,0.0
319315,282.0,32.0,64.0,6.34
319316,270.1,53.3,106.6,0.0
319317,328.0,53.0,106.0,10.4
319319,345.0,54.6,109.2,10.23
319320,320.0,54.6,109.2,8.98
319322,320.0,63.6,127.2,8.27
319324,281.9,53.9,107.8,7.06
319325,297.0,54.0,108.0,7.74
319326,350.0,65.6,131.2,10.1
319327,285.0,57.8,115.6,5.544
319329,294.0,45.5,91.0,6.825
319330,262.0,60.3,120.6,4.087
319331,332.0,64.0,128.0,9.96
319332,316.2,68.4,136.8,7.12
319333,301.8,38.2,76.4,7.55
319334,304.9,33.1,66.2,5.56
319335,350.0,54.5,109.0,12.68
319910,247.0,34.0,68.0,3.16
319915,265.8,27.5,55.0,4.7
319917,238.0,29.0,58.0,2.34
319918,247.4,34.3,68.6,4.3
319921,257.0,40.5,81.0,4.87
319922,240.0,40.0,80.0,3.211
319923,284.0,43.5,87.0,6.14
319925,284.0,43.5,87.0,6.19
319926,251.2,50.5,101.0,3.58
319928,251.2,50.6,101.2,3.58
319932,257.5,40.5,81.0,4.38
319933,239.0,35.0,70.0,3.36
319934,256.0,38.8,77.6,4.22
319935,225.7,71.5,143.0,4.42
319941,259.8,34.0,68.0,4.8
319942,280.7,43.6,87.2,6.94
319944,279.4,65.5,131.0,7.38
319945,280.0,65.5,131.0,7.05
319946,300.0,65.5,131.0,7.92
319947,247.0,25.3,50.6,2.58
321019,283.8,39.3,78.6,6.06
321028,251.0,40.7,81.4,3.41
321029,305.0,44.8,89.6,8.3
321034,281.0,39.7,79.4,6.7
321035,263.9,40.5,81.0,3.5
321519,302.0,76.1,152.2,7.54
321521,286.0,51.6,103.2,6.15
321524,285.4,51.7,103.4,5.2
321525,280.0,60.0,120.0,4.46
321535,275.8,60.0,120.0,5.36
321536,295.8,76.0,152.0,7.5
321538,272.0,78.0,156.0,4.38
321539,297.8,61.1,122.2,5.68
321540,299.8,51.6,103.2,7.05
321541,294.0,59.5,119.0,6.25
321545,320.0,60.4,120.8,7.44
321547,331.6,61.9,123.8,11.04
321548,323.8,80.0,160.0,6.76
321554,283.9,73.0,146.0,6.29
321556,295.8,65.1,130.2,4.86
321557,279.8,65.0,130.0,4.42
321558,299.9,66.1,132.2,6.29
321562,328.0,61.0,122.0,7.39
321565,320.0,79.6,159.2,8.16
321566,300.0,73.0,146.0,8.0
321568,330.0,73.1,146.2,9.08
321571,374.0,80.8,161.6,15.1
321580,348.0,73.2,146.4,11.12
321582,312.0,73.5,147.0,8.87
321583,319.8,78.0,156.0,7.45
321923,257.5,40.5,81.0,4.82
321925,266.0,27.1,54.2,4.15
321926,247.3,34.2,68.4,3.8
321927,282.6,34.0,68.0,6.6
321929,265.5,34.0,68.0,5.1
321941,279.7,65.6,131.2,7.22
321943,299.6,65.5,131.0,8.09
321944,279.7,80.0,160.0,7.13
322229,257.8,45.0,90.0,3.55
322231,256.5,49.0,98.0,5.5
322237,234.0,45.5,91.0,3.48
322244,232.0,45.0,90.0,3.46
322245,247.0,45.1,90.2,4.09
322251,280.0,49.1,98.2,6.57
322256,279.7,49.2,98.4,7.64
322257,277.6,45.0,90.0,4.22
322264,259.8,43.9,87.8,5.47
322275,295.6,38.0,76.0,7.81
322277,279.6,43.9,87.8,6.5
322327,284.0,39.5,79.0,6.36
322336,257.2,40.3,80.6,5.11
322343,240.2,40.6,81.2,4.12
322344,281.0,43.6,87.2,6.82
322348,257.2,40.6,81.2,5.11
322350,284.0,43.2,86.4,6.05
322351,263.9,40.6,81.2,3.58
322361,300.8,59.0,118.0,10.23
322362,305.8,132.0,264.0,13.4
322528,239.5,42.8,85.6,3.9
322533,260.0,47.0,94.0,5.4
322536,253.0,33.0,66.0,3.38
322543,239.5,42.9,85.8,3.61
322544,294.0,43.0,86.0,7.11
322545,287.8,55.4,110.8,7.29
322546,268.0,45.7,91.4,4.15
322549,258.0,43.4,86.8,5.2
322550,300.0,47.0,94.0,7.1
322551,279.8,34.1,68.2,5.05
322552,294.0,41.0,82.0,5.82
322554,276.0,42.9,85.8,6.1
322558,264.8,40.8,81.6,4.1
322564,277.8,53.8,107.6,4.78
322575,280.0,54.4,108.8,7.57
322576,300.0,54.4,108.8,8.96
322577,280.0,16.3,32.6,5.41
322580,257.9,43.9,87.8,5.66
322581,300.0,52.0,104.0,8.75
322614,261.5,44.7,89.4,5.01
322653,292.9,47.1,94.2,7.99
323021,236.0,45.1,90.2,3.6
323035,256.0,45.6,91.2,5.12
323036,249.9,38.4,76.8,3.11
323043,294.0,45.6,91.2,6.58
323057,276.0,45.6,91.2,5.72
323251,277.9,48.5,97.0,7.06
323263,278.1,47.0,94.0,6.04
323268,298.6,48.4,96.8,8.38
3233100,295.2,64.5,129.0,8.44
3233101,299.9,57.7,115.4,4.91
3233104,278.0,57.7,115.4,4.01
3233106,288.0,64.5,129.0,7.11
3233108,344.0,64.6,129.2,12.7
323316,284.0,43.5,87.0,4.8
323317,284.0,43.5,87.0,5.64
323318,258.0,55.5,111.0,3.22
323326,278.0,55.5,111.0,3.83
323332,288.0,46.5,93.0,6.53
323333,280.0,65.2,130.4,4.3
323340,290.0,56.0,112.0,5.06
323342,289.7,55.4,110.8,4.53
323344,284.8,92.9,185.8,7.195
323345,259.6,40.5,81.0,3.75
323346,259.6,40.5,81.0,4.6
323348,280.0,38.0,76.0,3.7
323351,330.0,76.0,152.0,10.45
323354,284.8,55.5,111.0,6.0
323355,258.0,53.5,107.0,2.98
323358,295.1,54.6,109.2,7.25
323359,295.2,54.5,109.0,8.25
323360,312.0,64.6,129.2,8.95
323367,275.9,60.0,120.0,6.7
323369,270.0,35.6,71.2,5.0
323370,275.9,35.4,70.8,5.06
323371,276.0,44.6,89.2,4.52
323372,276.0,44.7,89.4,5.6
323373,288.0,44.4,88.8,6.27
323374,258.0,57.2,114.4,3.22
323375,299.5,58.4,116.8,8.43
323376,296.0,57.6,115.2,4.68
323389,300.1,55.4,110.8,7.1
323390,345.0,46.6,93.2,11.66
323391,330.2,62.9,125.8,7.62
323393,350.2,54.7,109.4,13.15
323394,330.0,62.8,125.6,8.15
323395,258.0,96.6,193.2,6.11
323396,271.2,96.6,193.2,6.92
323397,275.8,77.0,154.0,6.62
323409,240.8,52.0,104.0,4.62
323413,275.8,47.2,94.4,6.85
323414,284.0,61.1,122.2,4.75
323421,280.0,47.4,94.8,7.08
323533,258.0,40.5,81.0,3.55
323534,302.0,71.4,142.8,5.85
323606,236.0,41.3,82.6,3.8
323608,236.0,41.0,82.0,3.81
323613,256.0,41.0,82.0,5.15
323620,285.8,58.3,116.6,7.0
323621,286.0,69.2,138.4,5.28
323623,269.7,69.2,138.4,4.33
323624,285.7,69.3,138.6,4.81
323625,287.8,42.3,84.6,7.42
323629,255.8,41.1,82.2,4.8
323630,279.8,42.0,84.0,6.1
323631,264.0,43.0,86.0,3.65
323633,240.0,42.0,84.0,3.05
323637,260.0,41.0,82.0,5.0
323639,305.3,49.8,99.6,9.56
323640,240.0,41.0,82.0,4.02
323641,240.0,41.1,82.2,3.25
323642,247.0,44.0,88.0,3.96
323643,305.0,67.0,134.0,6.66
323644,305.3,77.9,155.8,10.0
323645,284.9,42.1,84.2,6.7
323646,278.0,41.5,83.0,4.42
323647,279.9,102.3,204.6,7.8
323649,239.7,40.6,81.2,3.04
323650,291.9,41.5,83.0,5.08
323651,279.7,43.2,86.4,6.52
323652,280.0,42.2,84.4,6.58
323654,307.8,42.0,84.0,8.22
323655,264.0,42.1,84.2,3.71
323668,292.0,48.0,96.0,5.52
323669,321.0,50.9,101.8,9.9
323670,315.0,48.0,96.0,8.0
323671,337.0,51.0,102.0,10.97
323719,259.5,28.2,56.4,5.49
323720,282.5,28.0,56.0,7.0
323722,246.7,35.1,70.2,3.1
323723,282.0,48.0,96.0,7.11
323727,282.8,47.9,95.8,7.12
323728,329.8,48.0,96.0,11.18
323734,303.7,48.0,96.0,9.78
323736,289.8,49.0,98.0,5.7
323741,282.8,48.0,96.0,7.05
323742,303.8,48.1,96.2,8.6
323743,289.7,34.9,69.8,4.91
323905,252.5,53.4,106.8,5.53
323906,238.0,41.0,82.0,2.74
323908,238.0,41.0,82.0,3.48
323909,237.8,41.4,82.8,4.0
323910,258.5,41.0,82.0,4.75
323911,262.0,44.0,88.0,5.75
323913,280.0,44.0,88.0,6.9
323919,280.0,43.9,87.8,7.15
323933,323.7,47.0,94.0,11.2
323939,258.8,41.0,82.0,4.09
323947,300.0,43.7,87.4,8.14
323966,312.1,63.0,126.0,7.99
323969,319.8,43.9,87.8,9.33
323970,280.0,44.0,88.0,6.71
323971,295.9,43.9,87.8,7.87
324016,276.0,44.0,88.0,5.4
324017,259.0,44.0,88.0,3.4
324020,276.8,51.3,102.6,5.8
324034,280.0,44.7,89.4,5.41
324038,293.9,44.0,88.0,6.5
324039,298.2,59.1,118.2,7.0
324040,293.9,44.2,88.4,6.34
324041,365.2,75.0,150.0,10.56
3245102,247.0,35.3,70.6,4.46
3245125,294.8,49.0,98.0,7.67
3245142,255.0,49.3,98.6,5.3
3245143,259.0,30.4,60.8,3.13
3245145,318.8,67.2,134.4,7.9
3245146,357.0,60.3,120.6,13.2
3245147,357.0,60.3,120.6,13.4
3245148,335.0,65.7,131.4,8.0
3245149,335.0,65.7,131.4,8.0
3245150,337.9,68.4,136.8,9.9
3245151,360.0,60.7,121.4,12.07
3245152,344.9,61.7,123.4,9.76
324543,255.0,48.0,96.0,4.75
324549,275.0,49.4,98.8,6.73
324564,260.0,49.3,98.6,5.53
324565,235.0,43.0,86.0,3.72
324582,254.8,49.1,98.2,5.2
324583,275.0,49.1,98.2,6.02
324584,257.9,55.9,111.8,3.5
324587,265.9,36.3,72.6,3.43
324588,254.9,43.0,86.0,4.74
324589,280.0,55.8,111.6,4.449
324590,277.0,49.5,99.0,6.92
324591,294.9,49.2,98.4,7.73
324593,271.0,60.8,121.6,4.31
324598,337.6,67.3,134.6,9.16
324704,239.0,38.5,77.0,2.93
3247101,238.7,37.9,75.8,3.64
3247106,329.7,73.7,147.4,8.52
3247109,301.7,49.2,98.4,5.3
3247111,287.7,35.8,71.6,4.9
3247112,344.9,46.3,92.6,11.88
3247113,299.8,35.9,71.8,6.08
3247114,314.0,75.5,151.0,7.59
3247115,312.0,49.7,99.4,8.6
3247121,225.7,71.5,143.0,4.52
3247123,299.6,68.4,136.8,9.25
3247125,359.8,59.4,118.8,13.58
3247126,310.0,42.0,84.0,6.77
